taxon 1,taxon 2,Cij,Iij
Norovirus_GI.1g,Norovirus_GV.1f,0.908696,0.0913043
Norovirus_GI.1g,Norovirus_GV.1g,0.908696,0.0913043
Norovirus_GI.1g,Norovirus_GV.1h,0.908152,0.0918478
Norovirus_GI.1g,Norovirus_GV.1i,0.908152,0.0918478
Norovirus_GI.1g,Norovirus_GV.1j,0.908152,0.0918478
Norovirus_GI.1g,Norovirus_GVI.1a,0.942391,0.0576087
Norovirus_GI.1g,Norovirus_GVI.1b,0.942391,0.0576087
Norovirus_GI.1g,Norovirus_GVI.1c,0.940761,0.0592391
Norovirus_GI.1g,Norovirus_GVI.1d,0.940217,0.0597826
Norovirus_GI.1g,Norovirus_GVI.1e,0.940217,0.0597826
Norovirus_GI.1g,Norovirus_GVI.1f,0.938587,0.061413
Norovirus_GI.1g,Norovirus_GVI.1g,0.938587,0.061413
Norovirus_GI.1g,Norovirus_GVI.1h,0.936413,0.063587
Norovirus_GI.1g,Norovirus_GVI.1i,0.934783,0.0652174
Norovirus_GI.1g,Norovirus_GVI.1j,0.934783,0.0652174
Norovirus_GI.1g,Norovirus_GVII.1a,0.917391,0.0826087
Norovirus_GI.1g,Norovirus_GVIII.1a,0.91413,0.0858696
Norovirus_GI.1g,Norwalk-like_virus,0.916848,0.0831522
Norovirus_GI.1h,Norovirus_GI.1i,0.979348,0.0206522
Norovirus_GI.1h,Norovirus_GI.1j,0.979348,0.0206522
Norovirus_GI.1h,Norovirus_GII.1a,0.915217,0.0847826
Norovirus_GI.1h,Norovirus_GII.1b,0.916304,0.0836957
Norovirus_GI.1h,Norovirus_GII.1c,0.91413,0.0858696
Norovirus_GI.1h,Norovirus_GII.1d,0.915761,0.0842391
Norovirus_GI.1h,Norovirus_GII.1e,0.918478,0.0815217
Norovirus_GI.1h,Norovirus_GII.1f,0.916848,0.0831522
Norovirus_GI.1h,Norovirus_GII.1g,0.916848,0.0831522
Norovirus_GI.1h,Norovirus_GII.1h,0.92337,0.0766304
Norovirus_GI.1h,Norovirus_GII.1i,0.92337,0.0766304
Norovirus_GI.1h,Norovirus_GII.1j,0.92337,0.0766304
Norovirus_GI.1h,Norovirus_GIII.1a,0.911413,0.088587
Norovirus_GI.1h,Norovirus_GIII.1b,0.911413,0.088587
Norovirus_GI.1h,Norovirus_GIII.1c,0.910326,0.0896739
Norovirus_GI.1h,Norovirus_GIII.1d,0.911413,0.088587
Norovirus_GI.1h,Norovirus_GIII.1e,0.911413,0.088587
Norovirus_GI.1h,Norovirus_GIII.1f,0.911413,0.088587
Norovirus_GI.1h,Norovirus_GIII.1g,0.911413,0.088587
Norovirus_GI.1h,Norovirus_GIII.1h,0.911413,0.088587
Norovirus_GI.1h,Norovirus_GIII.1i,0.911413,0.088587
Norovirus_GI.1h,Norovirus_GIII.1j,0.911413,0.088587
Norovirus_GI.1h,Norovirus_GIV.1a,0.942391,0.0576087
Norovirus_GI.1h,Norovirus_GIV.1b,0.910326,0.0896739
Norovirus_GI.1h,Norovirus_GIV.1c,0.913587,0.086413
Norovirus_GI.1h,Norovirus_GIV.1d,0.911413,0.088587
Norovirus_GI.1h,Norovirus_GIV.1e,0.942391,0.0576087
Norovirus_GI.1h,Norovirus_GIV.1f,0.942391,0.0576087
Norovirus_GI.1h,Norovirus_GIV.1g,0.942391,0.0576087
Norovirus_GI.1h,Norovirus_GIV.1h,0.942391,0.0576087
Norovirus_GI.1h,Norovirus_GIV.1i,0.938043,0.0619565
Norovirus_GI.1h,Norovirus_GIV.1j,0.938043,0.0619565
Norovirus_GI.1h,Norovirus_GV.1a,0.908152,0.0918478
Norovirus_GI.1h,Norovirus_GV.1b,0.913043,0.0869565
Norovirus_GI.1h,Norovirus_GV.1c,0.9125,0.0875
Norovirus_GI.1h,Norovirus_GV.1d,0.908696,0.0913043
Norovirus_GI.1h,Norovirus_GV.1e,0.908152,0.0918478
Norovirus_GI.1h,Norovirus_GV.1f,0.908696,0.0913043
Norovirus_GI.1h,Norovirus_GV.1g,0.908696,0.0913043
Norovirus_GI.1h,Norovirus_GV.1h,0.908152,0.0918478
Norovirus_GI.1h,Norovirus_GV.1i,0.908152,0.0918478
Norovirus_GI.1h,Norovirus_GV.1j,0.908152,0.0918478
Norovirus_GI.1h,Norovirus_GVI.1a,0.942391,0.0576087
Norovirus_GI.1h,Norovirus_GVI.1b,0.942391,0.0576087
Norovirus_GI.1h,Norovirus_GVI.1c,0.940761,0.0592391
Norovirus_GI.1h,Norovirus_GVI.1d,0.940217,0.0597826
Norovirus_GI.1h,Norovirus_GVI.1e,0.940217,0.0597826
Norovirus_GI.1h,Norovirus_GVI.1f,0.938587,0.061413
Norovirus_GI.1h,Norovirus_GVI.1g,0.938587,0.061413
Norovirus_GI.1h,Norovirus_GVI.1h,0.936413,0.063587
Norovirus_GI.1h,Norovirus_GVI.1i,0.934783,0.0652174
Norovirus_GI.1h,Norovirus_GVI.1j,0.934783,0.0652174
Norovirus_GI.1h,Norovirus_GVII.1a,0.917391,0.0826087
Norovirus_GI.1h,Norovirus_GVIII.1a,0.91413,0.0858696
Norovirus_GI.1h,Norwalk-like_virus,0.916848,0.0831522
Norovirus_GI.1i,Norovirus_GI.1j,0.979348,0.0206522
Norovirus_GI.1i,Norovirus_GII.1a,0.915217,0.0847826
Norovirus_GI.1i,Norovirus_GII.1b,0.916304,0.0836957
Norovirus_GI.1i,Norovirus_GII.1c,0.91413,0.0858696
Norovirus_GI.1i,Norovirus_GII.1d,0.915761,0.0842391
Norovirus_GI.1i,Norovirus_GII.1e,0.918478,0.0815217
Norovirus_GI.1i,Norovirus_GII.1f,0.916848,0.0831522
Norovirus_GI.1i,Norovirus_GII.1g,0.916848,0.0831522
Norovirus_GI.1i,Norovirus_GII.1h,0.92337,0.0766304
Norovirus_GI.1i,Norovirus_GII.1i,0.92337,0.0766304
Norovirus_GI.1i,Norovirus_GII.1j,0.92337,0.0766304
Norovirus_GI.1i,Norovirus_GIII.1a,0.911413,0.088587
Norovirus_GI.1i,Norovirus_GIII.1b,0.911413,0.088587
Norovirus_GI.1i,Norovirus_GIII.1c,0.910326,0.0896739
Norovirus_GI.1i,Norovirus_GIII.1d,0.911413,0.088587
Norovirus_GI.1i,Norovirus_GIII.1e,0.911413,0.088587
Norovirus_GI.1i,Norovirus_GIII.1f,0.911413,0.088587
Norovirus_GI.1i,Norovirus_GIII.1g,0.911413,0.088587
Norovirus_GI.1i,Norovirus_GIII.1h,0.911413,0.088587
Norovirus_GI.1i,Norovirus_GIII.1i,0.911413,0.088587
Norovirus_GI.1i,Norovirus_GIII.1j,0.911413,0.088587
Norovirus_GI.1i,Norovirus_GIV.1a,0.942391,0.0576087
Norovirus_GI.1i,Norovirus_GIV.1b,0.910326,0.0896739
Norovirus_GI.1i,Norovirus_GIV.1c,0.913587,0.086413
Norovirus_GI.1i,Norovirus_GIV.1d,0.911413,0.088587
Norovirus_GI.1i,Norovirus_GIV.1e,0.942391,0.0576087
Norovirus_GI.1i,Norovirus_GIV.1f,0.942391,0.0576087
Norovirus_GI.1i,Norovirus_GIV.1g,0.942391,0.0576087
Norovirus_GI.1i,Norovirus_GIV.1h,0.942391,0.0576087
Norovirus_GI.1i,Norovirus_GIV.1i,0.938043,0.0619565
Norovirus_GI.1i,Norovirus_GIV.1j,0.938043,0.0619565
Norovirus_GI.1i,Norovirus_GV.1a,0.908152,0.0918478
Norovirus_GI.1i,Norovirus_GV.1b,0.913043,0.0869565
Norovirus_GI.1i,Norovirus_GV.1c,0.9125,0.0875
Norovirus_GI.1i,Norovirus_GV.1d,0.908696,0.0913043
Norovirus_GI.1i,Norovirus_GV.1e,0.908152,0.0918478
Norovirus_GI.1i,Norovirus_GV.1f,0.908696,0.0913043
Norovirus_GI.1i,Norovirus_GV.1g,0.908696,0.0913043
Norovirus_GI.1i,Norovirus_GV.1h,0.908152,0.0918478
Norovirus_GI.1i,Norovirus_GV.1i,0.908152,0.0918478
Norovirus_GI.1i,Norovirus_GV.1j,0.908152,0.0918478
Norovirus_GI.1i,Norovirus_GVI.1a,0.942391,0.0576087
Norovirus_GI.1i,Norovirus_GVI.1b,0.942391,0.0576087
Norovirus_GI.1i,Norovirus_GVI.1c,0.940761,0.0592391
Norovirus_GI.1i,Norovirus_GVI.1d,0.940217,0.0597826
Norovirus_GI.1i,Norovirus_GVI.1e,0.940217,0.0597826
Norovirus_GI.1i,Norovirus_GVI.1f,0.938587,0.061413
Norovirus_GI.1i,Norovirus_GVI.1g,0.938587,0.061413
Norovirus_GI.1i,Norovirus_GVI.1h,0.936413,0.063587
Norovirus_GI.1i,Norovirus_GVI.1i,0.934783,0.0652174
Norovirus_GI.1i,Norovirus_GVI.1j,0.934783,0.0652174
Norovirus_GI.1i,Norovirus_GVII.1a,0.917391,0.0826087
Norovirus_GI.1i,Norovirus_GVIII.1a,0.91413,0.0858696
Norovirus_GI.1i,Norwalk-like_virus,0.916848,0.0831522
Norovirus_GI.1j,Norovirus_GII.1a,0.915217,0.0847826
Norovirus_GI.1j,Norovirus_GII.1b,0.916304,0.0836957
Norovirus_GI.1j,Norovirus_GII.1c,0.91413,0.0858696
Norovirus_GI.1j,Norovirus_GII.1d,0.915761,0.0842391
Norovirus_GI.1j,Norovirus_GII.1e,0.918478,0.0815217
Norovirus_GI.1j,Norovirus_GII.1f,0.916848,0.0831522
Norovirus_GI.1j,Norovirus_GII.1g,0.916848,0.0831522
Norovirus_GI.1j,Norovirus_GII.1h,0.92337,0.0766304
Norovirus_GI.1j,Norovirus_GII.1i,0.92337,0.0766304
Norovirus_GI.1j,Norovirus_GII.1j,0.92337,0.0766304
Norovirus_GI.1j,Norovirus_GIII.1a,0.911413,0.088587
Norovirus_GI.1j,Norovirus_GIII.1b,0.911413,0.088587
Norovirus_GI.1j,Norovirus_GIII.1c,0.910326,0.0896739
Norovirus_GI.1j,Norovirus_GIII.1d,0.911413,0.088587
Norovirus_GI.1j,Norovirus_GIII.1e,0.911413,0.088587
Norovirus_GI.1j,Norovirus_GIII.1f,0.911413,0.088587
Norovirus_GI.1j,Norovirus_GIII.1g,0.911413,0.088587
Norovirus_GI.1j,Norovirus_GIII.1h,0.911413,0.088587
Norovirus_GI.1j,Norovirus_GIII.1i,0.911413,0.088587
Norovirus_GI.1j,Norovirus_GIII.1j,0.911413,0.088587
Norovirus_GI.1j,Norovirus_GIV.1a,0.942391,0.0576087
Norovirus_GI.1j,Norovirus_GIV.1b,0.910326,0.0896739
Norovirus_GI.1j,Norovirus_GIV.1c,0.913587,0.086413
Norovirus_GI.1j,Norovirus_GIV.1d,0.911413,0.088587
Norovirus_GI.1j,Norovirus_GIV.1e,0.942391,0.0576087
Norovirus_GI.1j,Norovirus_GIV.1f,0.942391,0.0576087
Norovirus_GI.1j,Norovirus_GIV.1g,0.942391,0.0576087
Norovirus_GI.1j,Norovirus_GIV.1h,0.942391,0.0576087
Norovirus_GI.1j,Norovirus_GIV.1i,0.938043,0.0619565
Norovirus_GI.1j,Norovirus_GIV.1j,0.938043,0.0619565
Norovirus_GI.1j,Norovirus_GV.1a,0.908152,0.0918478
Norovirus_GI.1j,Norovirus_GV.1b,0.913043,0.0869565
Norovirus_GI.1j,Norovirus_GV.1c,0.9125,0.0875
Norovirus_GI.1j,Norovirus_GV.1d,0.908696,0.0913043
Norovirus_GI.1j,Norovirus_GV.1e,0.908152,0.0918478
Norovirus_GI.1j,Norovirus_GV.1f,0.908696,0.0913043
Norovirus_GI.1j,Norovirus_GV.1g,0.908696,0.0913043
Norovirus_GI.1j,Norovirus_GV.1h,0.908152,0.0918478
Norovirus_GI.1j,Norovirus_GV.1i,0.908152,0.0918478
Norovirus_GI.1j,Norovirus_GV.1j,0.908152,0.0918478
Norovirus_GI.1j,Norovirus_GVI.1a,0.942391,0.0576087
Norovirus_GI.1j,Norovirus_GVI.1b,0.942391,0.0576087
Norovirus_GI.1j,Norovirus_GVI.1c,0.940761,0.0592391
Norovirus_GI.1j,Norovirus_GVI.1d,0.940217,0.0597826
Norovirus_GI.1j,Norovirus_GVI.1e,0.940217,0.0597826
Norovirus_GI.1j,Norovirus_GVI.1f,0.938587,0.061413
Norovirus_GI.1j,Norovirus_GVI.1g,0.938587,0.061413
Norovirus_GI.1j,Norovirus_GVI.1h,0.936413,0.063587
Norovirus_GI.1j,Norovirus_GVI.1i,0.934783,0.0652174
Norovirus_GI.1j,Norovirus_GVI.1j,0.934783,0.0652174
Norovirus_GI.1j,Norovirus_GVII.1a,0.917391,0.0826087
Norovirus_GI.1j,Norovirus_GVIII.1a,0.91413,0.0858696
Norovirus_GI.1j,Norwalk-like_virus,0.916848,0.0831522
Norovirus_GII.1a,Norovirus_GII.1b,0.918478,0.0815217
Norovirus_GII.1a,Norovirus_GII.1c,0.915761,0.0842391
Norovirus_GII.1a,Norovirus_GII.1d,0.917935,0.0820652
Norovirus_GII.1a,Norovirus_GII.1e,0.918478,0.0815217
Norovirus_GII.1a,Norovirus_GII.1f,0.916848,0.0831522
Norovirus_GII.1a,Norovirus_GII.1g,0.916848,0.0831522
Norovirus_GII.1a,Norovirus_GII.1h,0.921739,0.0782609
Norovirus_GII.1a,Norovirus_GII.1i,0.921739,0.0782609
Norovirus_GII.1a,Norovirus_GII.1j,0.921739,0.0782609
Norovirus_GII.1a,Norovirus_GIII.1a,0.869565,0.130435
Norovirus_GII.1a,Norovirus_GIII.1b,0.869565,0.130435
Norovirus_GII.1a,Norovirus_GIII.1c,0.868478,0.131522
Norovirus_GII.1a,Norovirus_GIII.1d,0.869565,0.130435
Norovirus_GII.1a,Norovirus_GIII.1e,0.869565,0.130435
Norovirus_GII.1a,Norovirus_GIII.1f,0.869565,0.130435
Norovirus_GII.1a,Norovirus_GIII.1g,0.869565,0.130435
Norovirus_GII.1a,Norovirus_GIII.1h,0.869565,0.130435
Norovirus_GII.1a,Norovirus_GIII.1i,0.869565,0.130435
Norovirus_GII.1a,Norovirus_GIII.1j,0.869565,0.130435
Norovirus_GII.1a,Norovirus_GIV.1a,0.919022,0.0809783
Norovirus_GII.1a,Norovirus_GIV.1b,0.907065,0.0929348
Norovirus_GII.1a,Norovirus_GIV.1c,0.907065,0.0929348
Norovirus_GII.1a,Norovirus_GIV.1d,0.908152,0.0918478
Norovirus_GII.1a,Norovirus_GIV.1e,0.919022,0.0809783
Norovirus_GII.1a,Norovirus_GIV.1f,0.919022,0.0809783
Norovirus_GII.1a,Norovirus_GIV.1g,0.919022,0.0809783
Norovirus_GII.1a,Norovirus_GIV.1h,0.919022,0.0809783
Norovirus_GII.1a,Norovirus_GIV.1i,0.91413,0.0858696
Norovirus_GII.1a,Norovirus_GIV.1j,0.91413,0.0858696
Norovirus_GII.1a,Norovirus_GV.1a,0.883152,0.116848
Norovirus_GII.1a,Norovirus_GV.1b,0.888043,0.111957
Norovirus_GII.1a,Norovirus_GV.1c,0.8875,0.1125
Norovirus_GII.1a,Norovirus_GV.1d,0.883696,0.116304
Norovirus_GII.1a,Norovirus_GV.1e,0.883152,0.116848
Norovirus_GII.1a,Norovirus_GV.1f,0.883696,0.116304
Norovirus_GII.1a,Norovirus_GV.1g,0.883696,0.116304
Norovirus_GII.1a,Norovirus_GV.1h,0.883152,0.116848
Norovirus_GII.1a,Norovirus_GV.1i,0.883152,0.116848
Norovirus_GII.1a,Norovirus_GV.1j,0.883152,0.116848
Norovirus_GII.1a,Norovirus_GVI.1a,0.919022,0.0809783
Norovirus_GII.1a,Norovirus_GVI.1b,0.919022,0.0809783
Norovirus_GII.1a,Norovirus_GVI.1c,0.919022,0.0809783
Norovirus_GII.1a,Norovirus_GVI.1d,0.91413,0.0858696
Norovirus_GII.1a,Norovirus_GVI.1e,0.91413,0.0858696
Norovirus_GII.1a,Norovirus_GVI.1f,0.915217,0.0847826
Norovirus_GII.1a,Norovirus_GVI.1g,0.916304,0.0836957
Norovirus_GII.1a,Norovirus_GVI.1h,0.914674,0.0853261
Norovirus_GII.1a,Norovirus_GVI.1i,0.913043,0.0869565
Norovirus_GII.1a,Norovirus_GVI.1j,0.913043,0.0869565
Norovirus_GII.1a,Norovirus_GVII.1a,0.909783,0.0902174
Norovirus_GII.1a,Norovirus_GVIII.1a,0.915761,0.0842391
Norovirus_GII.1a,Norwalk-like_virus,0.916848,0.0831522
Norovirus_GII.1b,Norovirus_GII.1c,0.916304,0.0836957
Norovirus_GII.1b,Norovirus_GII.1d,0.922283,0.0777174
Norovirus_GII.1b,Norovirus_GII.1e,0.919565,0.0804348
Norovirus_GII.1b,Norovirus_GII.1f,0.917391,0.0826087
Norovirus_GII.1b,Norovirus_GII.1g,0.917391,0.0826087
Norovirus_GII.1b,Norovirus_GII.1h,0.921196,0.0788043
Norovirus_GII.1b,Norovirus_GII.1i,0.921196,0.0788043
Norovirus_GII.1b,Norovirus_GII.1j,0.921196,0.0788043
Norovirus_GII.1b,Norovirus_GIII.1a,0.868478,0.131522
Norovirus_GII.1b,Norovirus_GIII.1b,0.868478,0.131522
Norovirus_GII.1b,Norovirus_GIII.1c,0.867391,0.132609
Norovirus_GII.1b,Norovirus_GIII.1d,0.868478,0.131522
Norovirus_GII.1b,Norovirus_GIII.1e,0.868478,0.131522
Norovirus_GII.1b,Norovirus_GIII.1f,0.868478,0.131522
Norovirus_GII.1b,Norovirus_GIII.1g,0.868478,0.131522
Norovirus_GII.1b,Norovirus_GIII.1h,0.868478,0.131522
Norovirus_GII.1b,Norovirus_GIII.1i,0.868478,0.131522
Norovirus_GII.1b,Norovirus_GIII.1j,0.868478,0.131522
Norovirus_GII.1b,Norovirus_GIV.1a,0.920109,0.0798913
Norovirus_GII.1b,Norovirus_GIV.1b,0.906522,0.0934783
Norovirus_GII.1b,Norovirus_GIV.1c,0.905435,0.0945652
Norovirus_GII.1b,Norovirus_GIV.1d,0.908152,0.0918478
Norovirus_GII.1b,Norovirus_GIV.1e,0.920109,0.0798913
Norovirus_GII.1b,Norovirus_GIV.1f,0.920109,0.0798913
Norovirus_GII.1b,Norovirus_GIV.1g,0.920109,0.0798913
Norovirus_GII.1b,Norovirus_GIV.1h,0.920109,0.0798913
Norovirus_GII.1b,Norovirus_GIV.1i,0.915217,0.0847826
Norovirus_GII.1b,Norovirus_GIV.1j,0.915217,0.0847826
Norovirus_GII.1b,Norovirus_GV.1a,0.882065,0.117935
Norovirus_GII.1b,Norovirus_GV.1b,0.886957,0.113043
Norovirus_GII.1b,Norovirus_GV.1c,0.886413,0.113587
Norovirus_GII.1b,Norovirus_GV.1d,0.882609,0.117391
Norovirus_GII.1b,Norovirus_GV.1e,0.882065,0.117935
Norovirus_GII.1b,Norovirus_GV.1f,0.882609,0.117391
Norovirus_GII.1b,Norovirus_GV.1g,0.882609,0.117391
Norovirus_GII.1b,Norovirus_GV.1h,0.882065,0.117935
Norovirus_GII.1b,Norovirus_GV.1i,0.882065,0.117935
Norovirus_GII.1b,Norovirus_GV.1j,0.882065,0.117935
Norovirus_GII.1b,Norovirus_GVI.1a,0.920109,0.0798913
Norovirus_GII.1b,Norovirus_GVI.1b,0.920109,0.0798913
Norovirus_GII.1b,Norovirus_GVI.1c,0.920109,0.0798913
Norovirus_GII.1b,Norovirus_GVI.1d,0.915217,0.0847826
Norovirus_GII.1b,Norovirus_GVI.1e,0.915217,0.0847826
Norovirus_GII.1b,Norovirus_GVI.1f,0.916304,0.0836957
Norovirus_GII.1b,Norovirus_GVI.1g,0.917391,0.0826087
Norovirus_GII.1b,Norovirus_GVI.1h,0.915761,0.0842391
Norovirus_GII.1b,Norovirus_GVI.1i,0.91413,0.0858696
Norovirus_GII.1b,Norovirus_GVI.1j,0.91413,0.0858696
Norovirus_GII.1b,Norovirus_GVII.1a,0.908152,0.0918478
Norovirus_GII.1b,Norovirus_GVIII.1a,0.916304,0.0836957
Norovirus_GII.1b,Norwalk-like_virus,0.917935,0.0820652
Norovirus_GII.1c,Norovirus_GII.1d,0.915761,0.0842391
Norovirus_GII.1c,Norovirus_GII.1e,0.920109,0.0798913
Norovirus_GII.1c,Norovirus_GII.1f,0.919022,0.0809783
Norovirus_GII.1c,Norovirus_GII.1g,0.919022,0.0809783
Norovirus_GII.1c,Norovirus_GII.1h,0.917391,0.0826087
Norovirus_GII.1c,Norovirus_GII.1i,0.917391,0.0826087
Norovirus_GII.1c,Norovirus_GII.1j,0.917391,0.0826087
Norovirus_GII.1c,Norovirus_GIII.1a,0.871196,0.128804
Norovirus_GII.1c,Norovirus_GIII.1b,0.871196,0.128804
Norovirus_GII.1c,Norovirus_GIII.1c,0.870109,0.129891
Norovirus_GII.1c,Norovirus_GIII.1d,0.871196,0.128804
Norovirus_GII.1c,Norovirus_GIII.1e,0.871196,0.128804
Norovirus_GII.1c,Norovirus_GIII.1f,0.871196,0.128804
Norovirus_GII.1c,Norovirus_GIII.1g,0.871196,0.128804
Norovirus_GII.1c,Norovirus_GIII.1h,0.871196,0.128804
Norovirus_GII.1c,Norovirus_GIII.1i,0.871196,0.128804
Norovirus_GII.1c,Norovirus_GIII.1j,0.871196,0.128804
Norovirus_GII.1c,Norovirus_GIV.1a,0.917935,0.0820652
Norovirus_GII.1c,Norovirus_GIV.1b,0.905978,0.0940217
Norovirus_GII.1c,Norovirus_GIV.1c,0.904891,0.0951087
Norovirus_GII.1c,Norovirus_GIV.1d,0.905978,0.0940217
Norovirus_GII.1c,Norovirus_GIV.1e,0.917935,0.0820652
Norovirus_GII.1c,Norovirus_GIV.1f,0.917935,0.0820652
Norovirus_GII.1c,Norovirus_GIV.1g,0.917935,0.0820652
Norovirus_GII.1c,Norovirus_GIV.1h,0.917935,0.0820652
Norovirus_GII.1c,Norovirus_GIV.1i,0.913043,0.0869565
Norovirus_GII.1c,Norovirus_GIV.1j,0.913043,0.0869565
Norovirus_GII.1c,Norovirus_GV.1a,0.882065,0.117935
Norovirus_GII.1c,Norovirus_GV.1b,0.88587,0.11413
Norovirus_GII.1c,Norovirus_GV.1c,0.885326,0.114674
Norovirus_GII.1c,Norovirus_GV.1d,0.882609,0.117391
Norovirus_GII.1c,Norovirus_GV.1e,0.882065,0.117935
Norovirus_GII.1c,Norovirus_GV.1f,0.882609,0.117391
Norovirus_GII.1c,Norovirus_GV.1g,0.882609,0.117391
Norovirus_GII.1c,Norovirus_GV.1h,0.882065,0.117935
Norovirus_GII.1c,Norovirus_GV.1i,0.882065,0.117935
Norovirus_GII.1c,Norovirus_GV.1j,0.882065,0.117935
Norovirus_GII.1c,Norovirus_GVI.1a,0.917935,0.0820652
Norovirus_GII.1c,Norovirus_GVI.1b,0.917935,0.0820652
Norovirus_GII.1c,Norovirus_GVI.1c,0.917935,0.0820652
Norovirus_GII.1c,Norovirus_GVI.1d,0.913043,0.0869565
Norovirus_GII.1c,Norovirus_GVI.1e,0.913043,0.0869565
Norovirus_GII.1c,Norovirus_GVI.1f,0.91413,0.0858696
Norovirus_GII.1c,Norovirus_GVI.1g,0.915217,0.0847826
Norovirus_GII.1c,Norovirus_GVI.1h,0.913587,0.086413
Norovirus_GII.1c,Norovirus_GVI.1i,0.911957,0.0880435
Norovirus_GII.1c,Norovirus_GVI.1j,0.911957,0.0880435
Norovirus_GII.1c,Norovirus_GVII.1a,0.907609,0.0923913
Norovirus_GII.1c,Norovirus_GVIII.1a,0.920109,0.0798913
Norovirus_GII.1c,Norwalk-like_virus,0.920109,0.0798913
Norovirus_GII.1d,Norovirus_GII.1e,0.919022,0.0809783
Norovirus_GII.1d,Norovirus_GII.1f,0.916848,0.0831522
Norovirus_GII.1d,Norovirus_GII.1g,0.916848,0.0831522
Norovirus_GII.1d,Norovirus_GII.1h,0.920652,0.0793478
Norovirus_GII.1d,Norovirus_GII.1i,0.920652,0.0793478
Norovirus_GII.1d,Norovirus_GII.1j,0.920652,0.0793478
Norovirus_GII.1d,Norovirus_GIII.1a,0.867935,0.132065
Norovirus_GII.1d,Norovirus_GIII.1b,0.867935,0.132065
Norovirus_GII.1d,Norovirus_GIII.1c,0.866848,0.133152
Norovirus_GII.1d,Norovirus_GIII.1d,0.867935,0.132065
Norovirus_GII.1d,Norovirus_GIII.1e,0.867935,0.132065
Norovirus_GII.1d,Norovirus_GIII.1f,0.867935,0.132065
Norovirus_GII.1d,Norovirus_GIII.1g,0.867935,0.132065
Norovirus_GII.1d,Norovirus_GIII.1h,0.867935,0.132065
Norovirus_GII.1d,Norovirus_GIII.1i,0.867935,0.132065
Norovirus_GII.1d,Norovirus_GIII.1j,0.867935,0.132065
Norovirus_GII.1d,Norovirus_GIV.1a,0.919565,0.0804348
Norovirus_GII.1d,Norovirus_GIV.1b,0.905978,0.0940217
Norovirus_GII.1d,Norovirus_GIV.1c,0.904891,0.0951087
Norovirus_GII.1d,Norovirus_GIV.1d,0.907609,0.0923913
Norovirus_GII.1d,Norovirus_GIV.1e,0.919565,0.0804348
Norovirus_GII.1d,Norovirus_GIV.1f,0.919565,0.0804348
Norovirus_GII.1d,Norovirus_GIV.1g,0.919565,0.0804348
Norovirus_GII.1d,Norovirus_GIV.1h,0.919565,0.0804348
Norovirus_GII.1d,Norovirus_GIV.1i,0.914674,0.0853261
Norovirus_GII.1d,Norovirus_GIV.1j,0.914674,0.0853261
Norovirus_GII.1d,Norovirus_GV.1a,0.882065,0.117935
Norovirus_GII.1d,Norovirus_GV.1b,0.886957,0.113043
Norovirus_GII.1d,Norovirus_GV.1c,0.886413,0.113587
Norovirus_GII.1d,Norovirus_GV.1d,0.882609,0.117391
Norovirus_GII.1d,Norovirus_GV.1e,0.882065,0.117935
Norovirus_GII.1d,Norovirus_GV.1f,0.882609,0.117391
Norovirus_GII.1d,Norovirus_GV.1g,0.882609,0.117391
Norovirus_GII.1d,Norovirus_GV.1h,0.882065,0.117935
Norovirus_GII.1d,Norovirus_GV.1i,0.882065,0.117935
Norovirus_GII.1d,Norovirus_GV.1j,0.882065,0.117935
Norovirus_GII.1d,Norovirus_GVI.1a,0.919565,0.0804348
Norovirus_GII.1d,Norovirus_GVI.1b,0.919565,0.0804348
Norovirus_GII.1d,Norovirus_GVI.1c,0.919565,0.0804348
Norovirus_GII.1d,Norovirus_GVI.1d,0.914674,0.0853261
Norovirus_GII.1d,Norovirus_GVI.1e,0.914674,0.0853261
Norovirus_GII.1d,Norovirus_GVI.1f,0.915761,0.0842391
Norovirus_GII.1d,Norovirus_GVI.1g,0.916848,0.0831522
Norovirus_GII.1d,Norovirus_GVI.1h,0.915217,0.0847826
Norovirus_GII.1d,Norovirus_GVI.1i,0.913587,0.086413
Norovirus_GII.1d,Norovirus_GVI.1j,0.913587,0.086413
Norovirus_GII.1d,Norovirus_GVII.1a,0.907609,0.0923913
Norovirus_GII.1d,Norovirus_GVIII.1a,0.915761,0.0842391
Norovirus_GII.1d,Norwalk-like_virus,0.917391,0.0826087
Norovirus_GII.1e,Norovirus_GII.1f,0.922283,0.0777174
Norovirus_GII.1e,Norovirus_GII.1g,0.922283,0.0777174
Norovirus_GII.1e,Norovirus_GII.1h,0.921196,0.0788043
Norovirus_GII.1e,Norovirus_GII.1i,0.921196,0.0788043
Norovirus_GII.1e,Norovirus_GII.1j,0.921196,0.0788043
Norovirus_GII.1e,Norovirus_GIII.1a,0.873913,0.126087
Norovirus_GII.1e,Norovirus_GIII.1b,0.873913,0.126087
Norovirus_GII.1e,Norovirus_GIII.1c,0.872826,0.127174
Norovirus_GII.1e,Norovirus_GIII.1d,0.873913,0.126087
Norovirus_GII.1e,Norovirus_GIII.1e,0.873913,0.126087
Norovirus_GII.1e,Norovirus_GIII.1f,0.873913,0.126087
Norovirus_GII.1e,Norovirus_GIII.1g,0.873913,0.126087
Norovirus_GII.1e,Norovirus_GIII.1h,0.873913,0.126087
Norovirus_GII.1e,Norovirus_GIII.1i,0.873913,0.126087
