Program, Homo
Version, 2.0
Input file,../../work/4_mask/Mask.fst
Characters,Recoded amino acids (AGPST|DENQ|HKR|MIVL|WFY|C) [D6]
Sequences,63

Taxon 1,Taxon 2,Bowker,df,p,defs,dems,dcfs,Sites
Norovirus_GI.1e,Norovirus_GI.1h,13.2667,9,0.150906,0.00539085,0.00723259,1.21411,1552
Norovirus_GI.1e,Norovirus_GI.1i,12.4706,10,0.254795,0.0044173,0.00597527,1.11672,1552
Norovirus_GI.1e,Norovirus_GI.1j,10.5714,9,0.306232,0.00464633,0.00604435,1.08379,1552
Norovirus_GI.1e,Norovirus_GII.1a,13.2094,13,0.431769,0.0144508,0.00794383,1.00802,1552
Norovirus_GI.1e,Norovirus_GII.1b,21.9955,14,0.0787066,0.0193333,0.0113225,1.25344,1550
Norovirus_GI.1e,Norovirus_GII.1c,10.9774,13,0.612709,0.0131418,0.004274,0.918922,1552
Norovirus_GI.1e,Norovirus_GII.1d,21.8303,13,0.0580483,0.0192037,0.0104428,1.29586,1550
Norovirus_GI.1e,Norovirus_GII.1e,15.5678,14,0.340471,0.0137289,0.00507346,1.05451,1552
Norovirus_GI.1e,Norovirus_GII.1f,10.3729,13,0.663195,0.0128058,0.00869249,0.89326,1552
Norovirus_GI.1e,Norovirus_GII.1g,11.6812,13,0.553946,0.0144364,0.00820098,0.947919,1552
Norovirus_GI.1e,Norovirus_GII.1h,11.781,13,0.54568,0.0137591,0.00869249,0.951961,1552
Norovirus_GI.1e,Norovirus_GII.1i,12.0275,13,0.52539,0.0144938,0.00938158,0.961869,1552
Norovirus_GI.1e,Norovirus_GII.1j,12.4277,13,0.492922,0.0119505,0.0065709,0.977741,1552
Norovirus_GI.1e,Norovirus_GIII.1a,11.12,13,0.600769,0.0126591,0.0196916,0.924868,1552
Norovirus_GI.1e,Norovirus_GIII.1b,11.12,13,0.600769,0.0126591,0.0196916,0.924868,1552
Norovirus_GI.1e,Norovirus_GIII.1c,13.3614,14,0.498285,0.0148387,0.0215526,0.976926,1550
Norovirus_GI.1e,Norovirus_GIII.1d,8.90777,13,0.779873,0.0107624,0.0183606,0.827776,1552
Norovirus_GI.1e,Norovirus_GIII.1e,10.5644,13,0.647259,0.0121059,0.0208787,0.901468,1552
Norovirus_GI.1e,Norovirus_GIII.1f,9.34062,13,0.746759,0.0110667,0.0185182,0.847649,1552
Norovirus_GI.1e,Norovirus_GIII.1g,8.98503,13,0.774073,0.0107238,0.0185182,0.831358,1552
Norovirus_GI.1e,Norovirus_GIII.1h,11.4408,13,0.573944,0.0127896,0.0216019,0.938115,1552
Norovirus_GI.1e,Norovirus_GIII.1i,12.2686,14,0.58474,0.0125768,0.0212531,0.936125,1552
Norovirus_GI.1e,Norovirus_GIII.1j,9.34062,13,0.746759,0.0110667,0.0185182,0.847649,1552
Norovirus_GI.1e,Norovirus_GIV.1a,13.0199,14,0.524954,0.014608,0.0192222,0.964363,1552
Norovirus_GI.1e,Norovirus_GIV.1b,15.2978,13,0.289134,0.0189428,0.0146356,1.08478,1540
Norovirus_GI.1e,Norovirus_GIV.1c,24.5208,15,0.056761,0.0212253,0.0114401,1.27856,1544
Norovirus_GI.1e,Norovirus_GIV.1d,17.2911,13,0.186337,0.019779,0.0146549,1.15329,1541
Norovirus_GI.1e,Norovirus_GIV.1e,13.0199,14,0.524954,0.014608,0.0192222,0.964363,1552
Norovirus_GI.1e,Norovirus_GIV.1f,12.3014,14,0.58211,0.0137893,0.0176927,0.937376,1552
Norovirus_GI.1e,Norovirus_GIV.1g,13.5649,14,0.482607,0.0144795,0.0179721,0.984336,1552
Norovirus_GI.1e,Norovirus_GIV.1h,13.0199,14,0.524954,0.014608,0.0192222,0.964363,1552
Norovirus_GI.1e,Norovirus_GIV.1i,12.79,14,0.543125,0.0116693,0.0173371,0.955808,1552
Norovirus_GI.1e,Norovirus_GIV.1j,12.9344,14,0.531699,0.0119679,0.0177629,0.961188,1552
Norovirus_GI.1e,Norovirus_GV.1a,13.8378,14,0.461866,0.0138942,0.00859643,0.994189,1552
Norovirus_GI.1e,Norovirus_GV.1b,6.79125,13,0.912586,0.0112673,0.00865575,0.722775,1550
Norovirus_GI.1e,Norovirus_GV.1c,7.23923,13,0.889406,0.0120007,0.00790158,0.746233,1550
Norovirus_GI.1e,Norovirus_GV.1d,10.5597,14,0.720223,0.0126262,0.00751411,0.868485,1552
Norovirus_GI.1e,Norovirus_GV.1e,10.0475,14,0.758704,0.0120025,0.0078914,0.847158,1552
Norovirus_GI.1e,Norovirus_GV.1f,10.4616,14,0.727717,0.0110292,0.00799592,0.86444,1552
Norovirus_GI.1e,Norovirus_GV.1g,11.1616,14,0.673297,0.0119852,0.00799592,0.892893,1552
Norovirus_GI.1e,Norovirus_GV.1h,13.8378,14,0.461866,0.0138942,0.00859643,0.994189,1552
Norovirus_GI.1e,Norovirus_GV.1i,11.5653,14,0.641169,0.0123604,0.00845031,0.908896,1552
Norovirus_GI.1e,Norovirus_GV.1j,11.5653,14,0.641169,0.0123604,0.00845031,0.908896,1552
Norovirus_GI.1e,Norovirus_GVI.1a,15.2413,14,0.361858,0.0148476,0.0181559,1.04339,1552
Norovirus_GI.1e,Norovirus_GVI.1b,12.4739,14,0.568299,0.0124274,0.0178096,0.943925,1552
Norovirus_GI.1e,Norovirus_GVI.1c,10.3172,14,0.738647,0.0108584,0.0166032,0.858452,1552
Norovirus_GI.1e,Norovirus_GVI.1d,14.033,14,0.447253,0.0146505,0.0184508,1.00118,1552
Norovirus_GI.1e,Norovirus_GVI.1e,14.033,14,0.447253,0.0146505,0.0184508,1.00118,1552
Norovirus_GI.1e,Norovirus_GVI.1f,15.2413,14,0.361858,0.0148476,0.0181559,1.04339,1552
Norovirus_GI.1e,Norovirus_GVI.1g,14.6251,14,0.404254,0.0147025,0.0215194,1.02208,1551
Norovirus_GI.1e,Norovirus_GVI.1h,10.1566,14,0.750646,0.0105678,0.0166032,0.851747,1552
Norovirus_GI.1e,Norovirus_GVI.1i,12.3323,14,0.579638,0.0109725,0.0160954,0.93855,1552
Norovirus_GI.1e,Norovirus_GVI.1j,12.3323,14,0.579638,0.0109725,0.0160954,0.93855,1552
Norovirus_GI.1e,Norovirus_GVII.1a,20.3395,15,0.159292,0.0198631,0.0144925,1.16446,1546
Norovirus_GI.1e,Norovirus_GVIII.1a,10.6514,13,0.639992,0.0129027,0.00364488,0.905175,1552
Norovirus_GI.1e,Norwalk-like_virus,18.1033,15,0.257272,0.0152884,0.0084993,1.09859,1552
Norovirus_GI.1f,Norovirus_GI.1g,7.36321,12,0.832708,0.00473789,0.00947578,0.783327,1551
Norovirus_GI.1f,Norovirus_GI.1h,7.29191,12,0.837735,0.00482483,0.00916355,0.779525,1551
Norovirus_GI.1f,Norovirus_GI.1i,7.15816,12,0.846987,0.00417843,0.00789649,0.772343,1551
Norovirus_GI.1f,Norovirus_GI.1j,7.29333,12,0.837636,0.00446693,0.0088872,0.779601,1551
Norovirus_GI.1f,Norovirus_GII.1a,14.5159,14,0.412022,0.0128788,0.0110174,1.01826,1551
Norovirus_GI.1f,Norovirus_GII.1b,12.9129,15,0.609027,0.0120949,0.0134491,0.927825,1549
Norovirus_GI.1f,Norovirus_GII.1c,9.542,14,0.794844,0.00909525,0.0116412,0.825574,1551
Norovirus_GI.1f,Norovirus_GII.1d,17.3582,15,0.297904,0.0127655,0.0111444,1.07574,1549
Norovirus_GI.1f,Norovirus_GII.1e,11.8955,15,0.68692,0.00956312,0.0118885,0.890525,1551
Norovirus_GI.1f,Norovirus_GII.1f,14.7877,14,0.392816,0.0123347,0.0145032,1.02775,1551
Norovirus_GI.1f,Norovirus_GII.1g,14.5081,14,0.412583,0.0121137,0.0134627,1.01798,1551
Norovirus_GI.1f,Norovirus_GII.1h,10.3121,14,0.739026,0.0105746,0.0134318,0.858243,1551
Norovirus_GI.1f,Norovirus_GII.1i,9.59348,14,0.79126,0.010456,0.0131818,0.827797,1551
Norovirus_GI.1f,Norovirus_GII.1j,12.3253,14,0.580193,0.00984161,0.0114612,0.938286,1551
Norovirus_GI.1f,Norovirus_GIII.1a,11.7442,14,0.62684,0.0122162,0.0145889,0.915898,1551
Norovirus_GI.1f,Norovirus_GIII.1b,11.7442,14,0.62684,0.0122162,0.0145889,0.915898,1551
Norovirus_GI.1f,Norovirus_GIII.1c,17.5728,14,0.226936,0.0159838,0.0164083,1.12036,1549
Norovirus_GI.1f,Norovirus_GIII.1d,12.8321,14,0.539783,0.0124019,0.0134627,0.957382,1551
Norovirus_GI.1f,Norovirus_GIII.1e,11.6676,14,0.632981,0.0126014,0.015447,0.912906,1551
Norovirus_GI.1f,Norovirus_GIII.1f,12.5234,14,0.564343,0.0125519,0.0134318,0.945797,1551
Norovirus_GI.1f,Norovirus_GIII.1g,12.2408,14,0.586971,0.0122162,0.0134318,0.935063,1551
Norovirus_GI.1f,Norovirus_GIII.1h,13.9975,14,0.449895,0.0136619,0.016183,0.999912,1551
Norovirus_GI.1f,Norovirus_GIII.1i,14.5246,15,0.486174,0.0134935,0.0156608,0.984024,1551
Norovirus_GI.1f,Norovirus_GIII.1j,12.5234,14,0.564343,0.0125519,0.0134318,0.945797,1551
Norovirus_GI.1f,Norovirus_GIV.1a,9.9857,14,0.763228,0.0107694,0.0188636,0.84455,1551
Norovirus_GI.1f,Norovirus_GIV.1b,15.0945,14,0.371727,0.0158896,0.0142358,1.03835,1539
Norovirus_GI.1f,Norovirus_GIV.1c,26.3919,15,0.0340995,0.0221206,0.0174864,1.32645,1543
Norovirus_GI.1f,Norovirus_GIV.1d,14.5746,15,0.482469,0.0152425,0.0140776,0.985719,1540
Norovirus_GI.1f,Norovirus_GIV.1e,9.9857,14,0.763228,0.0107694,0.0188636,0.84455,1551
Norovirus_GI.1f,Norovirus_GIV.1f,8.40833,14,0.866988,0.00951955,0.0173962,0.774981,1551
Norovirus_GI.1f,Norovirus_GIV.1g,9.98622,15,0.820606,0.0100299,0.0176099,0.815934,1551
Norovirus_GI.1f,Norovirus_GIV.1h,9.9857,14,0.763228,0.0107694,0.0188636,0.84455,1551
Norovirus_GI.1f,Norovirus_GIV.1i,11.0192,14,0.68453,0.0105746,0.0186196,0.887177,1551
Norovirus_GI.1f,Norovirus_GIV.1j,11.4805,14,0.647942,0.0110551,0.0196198,0.90556,1551
Norovirus_GI.1f,Norovirus_GV.1a,12.3396,15,0.653164,0.0125684,0.00977805,0.906995,1551
Norovirus_GI.1f,Norovirus_GV.1b,5.87598,13,0.95055,0.0113849,0.00957547,0.672308,1549
Norovirus_GI.1f,Norovirus_GV.1c,5.31937,13,0.967473,0.0106276,0.00658363,0.639673,1549
Norovirus_GI.1f,Norovirus_GV.1d,9.3811,15,0.856763,0.0113152,0.00694412,0.790827,1551
Norovirus_GI.1f,Norovirus_GV.1e,10.0212,15,0.818404,0.0124521,0.00860198,0.817362,1551
Norovirus_GI.1f,Norovirus_GV.1f,11.4795,15,0.717924,0.0124688,0.00898026,0.874813,1551
Norovirus_GI.1f,Norovirus_GV.1g,12.388,15,0.649457,0.0134781,0.00898026,0.908771,1551
Norovirus_GI.1f,Norovirus_GV.1h,12.3396,15,0.653164,0.0125684,0.00977805,0.906995,1551
Norovirus_GI.1f,Norovirus_GV.1i,12.0439,15,0.675704,0.0131028,0.00902643,0.896062,1551
Norovirus_GI.1f,Norovirus_GV.1j,12.0439,15,0.675704,0.0131028,0.00902643,0.896062,1551
Norovirus_GI.1f,Norovirus_GVI.1a,10.7393,14,0.706384,0.00967118,0.0184402,0.875838,1551
Norovirus_GI.1f,Norovirus_GVI.1b,10.4645,14,0.727497,0.0107501,0.0189296,0.864559,1551
Norovirus_GI.1f,Norovirus_GVI.1c,9.65433,14,0.786994,0.00958483,0.0172522,0.830418,1551
Norovirus_GI.1f,Norovirus_GVI.1d,9.65633,14,0.786853,0.0100919,0.0188856,0.830505,1551
Norovirus_GI.1f,Norovirus_GVI.1e,9.65633,14,0.786853,0.0100919,0.0188856,0.830505,1551
Norovirus_GI.1f,Norovirus_GVI.1f,10.7393,14,0.706384,0.00967118,0.0184402,0.875838,1551
Norovirus_GI.1f,Norovirus_GVI.1g,12.1451,14,0.594648,0.011541,0.0236872,0.931402,1550
Norovirus_GI.1f,Norovirus_GVI.1h,9.60423,14,0.790509,0.00947578,0.0172763,0.828261,1551
Norovirus_GI.1f,Norovirus_GVI.1i,10.0547,14,0.758173,0.00954136,0.0168129,0.847463,1551
Norovirus_GI.1f,Norovirus_GVI.1j,10.0547,14,0.758173,0.00954136,0.0168129,0.847463,1551
Norovirus_GI.1f,Norovirus_GVII.1a,19.7902,15,0.18013,0.0185231,0.019802,1.14863,1545
Norovirus_GI.1f,Norovirus_GVIII.1a,9.4165,14,0.803481,0.00898026,0.01113,0.820126,1551
Norovirus_GI.1f,Norwalk-like_virus,16.4068,15,0.355543,0.0130232,0.0140962,1.04584,1551
Norovirus_GI.1g,Norovirus_GI.1h,1,1,0.317311,0.00064433,0.00091122,1,1552
Norovirus_GI.1g,Norovirus_GI.1i,4,3,0.261464,0.00157828,0.00203755,1.1547,1552
Norovirus_GI.1g,Norovirus_GI.1j,3,3,0.391625,0.00111601,0.00091122,1,1552
Norovirus_GI.1g,Norovirus_GII.1a,11.069,13,0.60504,0.012293,0.0065709,0.922745,1552
Norovirus_GI.1g,Norovirus_GII.1b,18.1628,14,0.199468,0.0169101,0.0103628,1.13901,1550
Norovirus_GI.1g,Norovirus_GII.1c,8.38346,13,0.817752,0.0100648,0.00878749,0.803045,1552
Norovirus_GI.1g,Norovirus_GII.1d,18.4812,13,0.140087,0.0170083,0.0120007,1.19232,1550
Norovirus_GI.1g,Norovirus_GII.1e,13.8002,14,0.464701,0.00994024,0.0061802,0.992838,1552
Norovirus_GI.1g,Norovirus_GII.1f,11.2841,13,0.587034,0.0124107,0.00938158,0.931668,1552
Norovirus_GI.1g,Norovirus_GII.1g,12.9278,13,0.453406,0.0140871,0.00906653,0.997218,1552
Norovirus_GI.1g,Norovirus_GII.1h,9.35435,13,0.745685,0.0108966,0.00515464,0.848272,1552
Norovirus_GI.1g,Norovirus_GII.1i,9.57885,13,0.727957,0.01149,0.00437006,0.858391,1552
Norovirus_GI.1g,Norovirus_GII.1j,10.4868,13,0.653725,0.00951342,0.0045561,0.898151,1552
Norovirus_GI.1g,Norovirus_GIII.1a,16.2821,14,0.296453,0.0134231,0.0225791,1.07843,1552
Norovirus_GI.1g,Norovirus_GIII.1b,16.2821,14,0.296453,0.0134231,0.0225791,1.07843,1552
Norovirus_GI.1g,Norovirus_GIII.1c,19.266,15,0.201934,0.0158426,0.0252026,1.13331,1550
Norovirus_GI.1g,Norovirus_GIII.1d,14.1303,14,0.440048,0.0124441,0.0219451,1.00464,1552
Norovirus_GI.1g,Norovirus_GIII.1e,15.5962,14,0.338649,0.0134386,0.0240914,1.05547,1552
Norovirus_GI.1g,Norovirus_GIII.1f,14.8319,14,0.389739,0.0128382,0.0220395,1.02928,1552
Norovirus_GI.1g,Norovirus_GIII.1g,15.036,14,0.375696,0.0128705,0.0220395,1.03634,1552
Norovirus_GI.1g,Norovirus_GIII.1h,17.652,14,0.223091,0.0143788,0.0248882,1.12288,1552
Norovirus_GI.1g,Norovirus_GIII.1i,18.035,15,0.260832,0.0141606,0.0243656,1.09651,1552
Norovirus_GI.1g,Norovirus_GIII.1j,14.8319,14,0.389739,0.0128382,0.0220395,1.02928,1552
Norovirus_GI.1g,Norovirus_GIV.1a,12.6099,14,0.557445,0.0128543,0.0150282,0.949055,1552
Norovirus_GI.1g,Norovirus_GIV.1b,9.2528,13,0.753594,0.0133867,0.00811039,0.843655,1540
Norovirus_GI.1g,Norovirus_GIV.1c,24.6967,15,0.0541686,0.0191144,0.0131462,1.28314,1544
Norovirus_GI.1g,Norovirus_GIV.1d,12.5378,13,0.484116,0.0155066,0.00825952,0.98206,1541
Norovirus_GI.1g,Norovirus_GIV.1e,12.6099,14,0.557445,0.0128543,0.0150282,0.949055,1552
Norovirus_GI.1g,Norovirus_GIV.1f,10.5621,14,0.720046,0.0120543,0.0145795,0.868581,1552
Norovirus_GI.1g,Norovirus_GIV.1g,12.209,14,0.589523,0.0126098,0.0136074,0.933847,1552
Norovirus_GI.1g,Norovirus_GIV.1h,12.6099,14,0.557445,0.0128543,0.0150282,0.949055,1552
Norovirus_GI.1g,Norovirus_GIV.1i,12.1271,14,0.596093,0.00981414,0.0136074,0.930712,1552
Norovirus_GI.1g,Norovirus_GIV.1j,12.0459,14,0.602613,0.00983527,0.0137893,0.927591,1552
Norovirus_GI.1g,Norovirus_GV.1a,15.8319,15,0.39331,0.0147775,0.00820098,1.02736,1552
Norovirus_GI.1g,Norovirus_GV.1b,4.82481,14,0.988104,0.00703788,0.00474095,0.587051,1550
Norovirus_GI.1g,Norovirus_GV.1c,5.30991,14,0.981015,0.00805806,0.00682775,0.615856,1550
Norovirus_GI.1g,Norovirus_GV.1d,13.0274,15,0.600184,0.0139687,0.00942573,0.931929,1552
Norovirus_GI.1g,Norovirus_GV.1e,11.5532,15,0.712488,0.0125438,0.00631312,0.877616,1552
Norovirus_GI.1g,Norovirus_GV.1f,13.0573,15,0.597872,0.0127571,0.00745866,0.932999,1552
Norovirus_GI.1g,Norovirus_GV.1g,13.8942,15,0.533569,0.0136835,0.00745866,0.962434,1552
Norovirus_GI.1g,Norovirus_GV.1h,15.8319,15,0.39331,0.0147775,0.00820098,1.02736,1552
Norovirus_GI.1g,Norovirus_GV.1i,14.1816,15,0.511806,0.0139836,0.00717495,0.972336,1552
Norovirus_GI.1g,Norovirus_GV.1j,14.1816,15,0.511806,0.0139836,0.00717495,0.972336,1552
Norovirus_GI.1g,Norovirus_GVI.1a,14.0144,14,0.44864,0.0130148,0.0154907,1.00051,1552
Norovirus_GI.1g,Norovirus_GVI.1b,13.7272,14,0.47023,0.00970781,0.0127896,0.990208,1552
Norovirus_GI.1g,Norovirus_GVI.1c,8.8706,14,0.83925,0.00933723,0.0153562,0.795999,1552
Norovirus_GI.1g,Norovirus_GVI.1d,13.3134,14,0.502011,0.0115261,0.0132362,0.975169,1552
Norovirus_GI.1g,Norovirus_GVI.1e,13.3134,14,0.502011,0.0115261,0.0132362,0.975169,1552
Norovirus_GI.1g,Norovirus_GVI.1f,14.0144,14,0.44864,0.0130148,0.0154907,1.00051,1552
Norovirus_GI.1g,Norovirus_GVI.1g,13.8573,14,0.460394,0.0107694,0.0171556,0.994891,1551
Norovirus_GI.1g,Norovirus_GVI.1h,8.81841,14,0.842504,0.0092254,0.0157037,0.793654,1552
Norovirus_GI.1g,Norovirus_GVI.1i,11.5049,14,0.645999,0.00871633,0.012293,0.906519,1552
Norovirus_GI.1g,Norovirus_GVI.1j,11.5049,14,0.645999,0.00871633,0.012293,0.906519,1552
Norovirus_GI.1g,Norovirus_GVII.1a,20.5462,15,0.151966,0.0172959,0.0144056,1.17036,1546
Norovirus_GI.1g,Norovirus_GVIII.1a,8.09579,13,0.837304,0.00979297,0.00825145,0.789147,1552
Norovirus_GI.1g,Norwalk-like_virus,18.1694,15,0.253866,0.0147212,0.0109346,1.10059,1552
Norovirus_GI.1h,Norovirus_GI.1i,3,2,0.22313,0.00144077,0.00203755,1.22474,1552
Norovirus_GI.1h,Norovirus_GI.1j,2,2,0.367879,0.00091122,0.00128866,1,1552
Norovirus_GI.1h,Norovirus_GII.1a,11.1204,13,0.600733,0.0124607,0.00699921,0.924886,1552
Norovirus_GI.1h,Norovirus_GII.1b,18.5938,14,0.181059,0.0172513,0.0106793,1.15244,1550
Norovirus_GI.1h,Norovirus_GII.1c,8.63826,13,0.799682,0.0103495,0.00951342,0.815157,1552
Norovirus_GI.1h,Norovirus_GII.1d,18.6875,13,0.133118,0.0172513,0.012207,1.19896,1550
Norovirus_GI.1h,Norovirus_GII.1e,13.916,14,0.455989,0.0101469,0.00699921,0.996995,1552
Norovirus_GI.1h,Norovirus_GII.1f,11.5561,13,0.564332,0.0127733,0.0100648,0.942833,1552
Norovirus_GI.1h,Norovirus_GII.1g,13.2214,13,0.430863,0.0144364,0.00964345,1.00848,1552
Norovirus_GI.1h,Norovirus_GII.1h,9.80093,13,0.710127,0.0112712,0.00583466,0.868284,1552
Norovirus_GI.1h,Norovirus_GII.1i,9.77201,13,0.712463,0.0117048,0.00482172,0.867002,1552
Norovirus_GI.1h,Norovirus_GII.1j,10.5184,13,0.651096,0.0096864,0.00539085,0.899502,1552
Norovirus_GI.1h,Norovirus_GIII.1a,16.0397,14,0.310959,0.0133766,0.0222457,1.07037,1552
Norovirus_GI.1h,Norovirus_GIII.1b,16.0397,14,0.310959,0.0133766,0.0222457,1.07037,1552
Norovirus_GI.1h,Norovirus_GIII.1c,19.189,15,0.205295,0.0158295,0.024937,1.13105,1550
Norovirus_GI.1h,Norovirus_GIII.1d,14.0534,14,0.445741,0.0124274,0.0216786,1.00191,1552
Norovirus_GI.1h,Norovirus_GIII.1e,15.3538,14,0.354405,0.0133921,0.0237617,1.04723,1552
Norovirus_GI.1h,Norovirus_GIII.1f,14.755,14,0.395104,0.012822,0.0217551,1.02661,1552
Norovirus_GI.1h,Norovirus_GIII.1g,14.7936,14,0.392407,0.012822,0.0217551,1.02795,1552
Norovirus_GI.1h,Norovirus_GIII.1h,17.4096,14,0.235006,0.0143354,0.0245523,1.11514,1552
Norovirus_GI.1h,Norovirus_GIII.1i,17.7925,15,0.27373,0.0141166,0.0240224,1.08911,1552
Norovirus_GI.1h,Norovirus_GIII.1j,14.755,14,0.395104,0.012822,0.0217551,1.02661,1552
Norovirus_GI.1h,Norovirus_GIV.1a,12.8023,14,0.542143,0.0131102,0.0147212,0.95627,1552
Norovirus_GI.1h,Norovirus_GIV.1b,9.85935,13,0.705393,0.0136981,0.00746047,0.870868,1540
Norovirus_GI.1h,Norovirus_GIV.1c,24.9213,15,0.0510105,0.0191692,0.0134303,1.28896,1544
Norovirus_GI.1h,Norovirus_GIV.1d,13.7302,13,0.393115,0.0159087,0.00767823,1.0277,1541
Norovirus_GI.1h,Norovirus_GIV.1e,12.8023,14,0.542143,0.0131102,0.0147212,0.95627,1552
Norovirus_GI.1h,Norovirus_GIV.1f,10.7357,14,0.706659,0.0123268,0.0143788,0.875693,1552
Norovirus_GI.1h,Norovirus_GIV.1g,12.3763,14,0.576107,0.0128382,0.01333,0.940226,1552
Norovirus_GI.1h,Norovirus_GIV.1h,12.8023,14,0.542143,0.0131102,0.0147212,0.95627,1552
Norovirus_GI.1h,Norovirus_GIV.1i,12.3882,14,0.575155,0.0101878,0.0135769,0.940677,1552
Norovirus_GI.1h,Norovirus_GIV.1j,12.307,14,0.58166,0.0102081,0.0138193,0.937589,1552
Norovirus_GI.1h,Norovirus_GV.1a,15.987,15,0.382917,0.0148476,0.0084993,1.03238,1552
Norovirus_GI.1h,Norovirus_GV.1b,5.01163,14,0.98565,0.00732762,0.00456198,0.598309,1550
Norovirus_GI.1h,Norovirus_GV.1c,5.6011,14,0.975567,0.00841187,0.00657938,0.632517,1550
Norovirus_GI.1h,Norovirus_GV.1d,13.0577,15,0.597843,0.0139836,0.00955696,0.933012,1552
Norovirus_GI.1h,Norovirus_GV.1e,11.6422,15,0.705882,0.0125933,0.0064433,0.880993,1552
Norovirus_GI.1h,Norovirus_GV.1f,13.1464,15,0.590993,0.0128058,0.00767808,0.936176,1552
Norovirus_GI.1h,Norovirus_GV.1g,13.9833,15,0.526799,0.0137289,0.00767808,0.965514,1552
Norovirus_GI.1h,Norovirus_GV.1h,15.987,15,0.382917,0.0148476,0.0084993,1.03238,1552
Norovirus_GI.1h,Norovirus_GV.1i,14.2119,15,0.509525,0.0139984,0.00734649,0.973374,1552
Norovirus_GI.1h,Norovirus_GV.1j,14.2119,15,0.509525,0.0139984,0.00734649,0.973374,1552
Norovirus_GI.1h,Norovirus_GVI.1a,14.2251,14,0.433078,0.0132988,0.0153832,1.00801,1552
Norovirus_GI.1h,Norovirus_GVI.1b,13.9752,14,0.451557,0.0100441,0.0126591,0.999115,1552
Norovirus_GI.1h,Norovirus_GVI.1c,9.08779,14,0.825386,0.00972917,0.015437,0.805685,1552
Norovirus_GI.1h,Norovirus_GVI.1d,13.4088,14,0.494619,0.0117402,0.0129829,0.978657,1552
Norovirus_GI.1h,Norovirus_GVI.1e,13.4088,14,0.494619,0.0117402,0.0129829,0.978657,1552
Norovirus_GI.1h,Norovirus_GVI.1f,14.2251,14,0.433078,0.0132988,0.0153832,1.00801,1552
Norovirus_GI.1h,Norovirus_GVI.1g,13.8793,14,0.45874,0.0109607,0.0171798,0.995681,1551
Norovirus_GI.1h,Norovirus_GVI.1h,9.03561,14,0.828763,0.0096219,0.0158091,0.803368,1552
Norovirus_GI.1h,Norovirus_GVI.1i,11.7142,14,0.629239,0.0090436,0.0121913,0.914731,1552
Norovirus_GI.1h,Norovirus_GVI.1j,11.7142,14,0.629239,0.0090436,0.0121913,0.914731,1552
Norovirus_GI.1h,Norovirus_GVII.1a,20.6845,15,0.147215,0.0173322,0.0145788,1.1743,1546
Norovirus_GI.1h,Norovirus_GVIII.1a,8.31888,13,0.822223,0.0100441,0.00897448,0.799946,1552
Norovirus_GI.1h,Norwalk-like_virus,18.4326,15,0.240608,0.0150558,0.0115621,1.10853,1552
Norovirus_GI.1i,Norovirus_GI.1j,2.33333,3,0.506165,0.00111601,0.00182244,0.881917,1552
Norovirus_GI.1i,Norovirus_GII.1a,10.7335,13,0.63313,0.0123604,0.00561714,0.908656,1552
Norovirus_GI.1i,Norovirus_GII.1b,18.1411,14,0.200428,0.0171302,0.0094379,1.13833,1550
Norovirus_GI.1i,Norovirus_GII.1c,8.32382,13,0.821883,0.0101059,0.00825145,0.800184,1552
Norovirus_GI.1i,Norovirus_GII.1d,17.7532,13,0.167119,0.0169347,0.0103226,1.1686,1550
Norovirus_GI.1i,Norovirus_GII.1e,13.6673,14,0.474777,0.0100648,0.00624701,0.988048,1552
Norovirus_GI.1i,Norovirus_GII.1f,11.1254,13,0.600312,0.0125106,0.00902062,0.925095,1552
Norovirus_GI.1i,Norovirus_GII.1g,12.7628,13,0.466299,0.0142045,0.00840103,0.990834,1552
Norovirus_GI.1i,Norovirus_GII.1h,9.7991,13,0.710275,0.0113446,0.00611265,0.868203,1552
Norovirus_GI.1i,Norovirus_GII.1i,9.63714,13,0.723303,0.0117756,0.00604435,0.860998,1552
Norovirus_GI.1i,Norovirus_GII.1j,10.1308,13,0.683202,0.00942573,0.00490707,0.882777,1552
Norovirus_GI.1i,Norovirus_GIII.1a,15.6656,14,0.334218,0.0130467,0.0215441,1.05781,1552
Norovirus_GI.1i,Norovirus_GIII.1b,15.6656,14,0.334218,0.0130467,0.0215441,1.05781,1552
Norovirus_GI.1i,Norovirus_GIII.1c,18.4321,15,0.240628,0.0152264,0.0235815,1.10852,1550
Norovirus_GI.1i,Norovirus_GIII.1d,13.5951,14,0.480292,0.0119332,0.0206186,0.985433,1552
Norovirus_GI.1i,Norovirus_GIII.1e,14.8773,14,0.386594,0.0129348,0.0227623,1.03086,1552
Norovirus_GI.1i,Norovirus_GIII.1f,14.268,14,0.429939,0.0123099,0.0206588,1.00953,1552
Norovirus_GI.1i,Norovirus_GIII.1g,14.2925,14,0.428155,0.0122761,0.0206588,1.01039,1552
Norovirus_GI.1i,Norovirus_GIII.1h,16.8689,14,0.263229,0.0138493,0.0235158,1.09769,1552
Norovirus_GI.1i,Norovirus_GIII.1i,17.2618,15,0.303456,0.0136227,0.0230162,1.07275,1552
Norovirus_GI.1i,Norovirus_GIII.1j,14.268,14,0.429939,0.0123099,0.0206588,1.00953,1552
Norovirus_GI.1i,Norovirus_GIV.1a,12.4562,14,0.569716,0.0129027,0.0144652,0.943254,1552
